,#,Source,neg,neu,pos,compound,created_at,text,Tweets ago
38,7,@FoxNews,0.193,0.807,0.0,-0.4767,2018-10-04 00:09:18+00:00,Rep. Jackson Lee intern arrested in doxxing of GOP senators during Kavanaugh hearing https://t.co/FYsCIZXjXR,7
33,6,@FoxNews,0.0,0.904,0.096,0.2023,2018-10-04 00:12:10+00:00,Top FBI lawyer Baker offers 'explosive' testimony on 'abnormal' handling of Russia probe into Trump campaign: lawmakers https://t.co/PHwA5ouBQy,6
52,10,@CNN,0.054,0.871,0.076,0.0,2018-10-04 00:13:52+00:00,"The US Navy's Pacific Fleet has drawn up a classified proposal to carry out a global show of force as a warning to China and demonstrate the US is prepared to deter and counter their military actions, according to several US defense officials https://t.co/yBQ533cTNk https://t.co/ESdcFQvVQY",10
47,9,@CNN,0.174,0.729,0.097,-0.5859,2018-10-04 00:16:05+00:00,"Eating processed meats like bacon, sausages and ham could increase the risk of breast cancer, a study shows.

Regularly consuming the foods was linked with a 9% higher risk, according to an analysis of previous studies looking at over 1.2 million women. https://t.co/W0zK9Szoyl",9
42,8,@CNN,0.0,1.0,0.0,0.0,2018-10-04 00:16:32+00:00,"RT @OutFrontCNN: “I am concerned as of now that we are not going to get to see all the facts.”
  
Democratic Senator @RonWyden weighs in th…",8
19,3,@nytimes,0.193,0.633,0.174,-0.1531,2018-10-04 00:17:06+00:00,A stampede prompted by a loud popping sound at a concert in Central Park raised questions about the city’s ability to safely handle panic in a crowd https://t.co/dfSIyXpc6f,3
37,7,@CNN,0.132,0.868,0.0,-0.4767,2018-10-04 00:18:08+00:00,"A women's advocacy organization in Australia has been offering paid days off for painful periods, called ""period leave"" or ""menstrual leave,"" to its employees for the past 18 months https://t.co/u4JfwSqocO",7
28,5,@FoxNews,0.323,0.677,0.0,-0.6486,2018-10-04 00:20:57+00:00,"South Carolina shooting leaves 1 officer dead, 6 others wounded: police https://t.co/Q6GVGK1G2Y",5
32,6,@CNN,0.0,1.0,0.0,0.0,2018-10-04 00:24:57+00:00,"The White House expects to have the FBI report on Kavanaugh ""soon,"" officials say.

Senators will be able to start reading the report Thursday morning, according to sources. https://t.co/NQrX1Soglb https://t.co/WdA4SkJoMt",6
14,2,@nytimes,0.0,0.887,0.113,0.4215,2018-10-04 00:27:01+00:00,RT @KevinQ: Lesser-known but handy feature alert: there's a link under each of our live poll maps to see the 2016 presidential precinct map…,2
27,5,@CNN,0.084,0.801,0.115,0.2263,2018-10-04 00:29:58+00:00,"RT @AC360: ""My recollection of my experience with him was that he was drunk frequently...I would say with some confidence it was at least o…",5
22,4,@CNN,0.0,1.0,0.0,0.0,2018-10-04 00:30:09+00:00,"RT @AC360: Brett Kavanaugh's Yale roommate tells @andersoncooper that when he heard his Senate testimony he ""knew he was lying.""

""When Bre…",4
17,3,@CNN,0.0,0.954,0.046,0.0772,2018-10-04 00:31:00+00:00,"Take a rare tour underneath and inside San Francisco's Golden Gate Bridge where about 200 iron workers, engineers, painters and other workers keep the famous landmark shining https://t.co/9CeT2OQaYp https://t.co/cTOf9frcOk",3
23,4,@FoxNews,0.203,0.797,0.0,-0.4215,2018-10-04 00:32:29+00:00,McConnell denies Schumer’s request for FBI briefing on Kavanaugh probe https://t.co/m7o7fpxi4r https://t.co/sJW3wQUDQZ,4
18,3,@FoxNews,0.0,1.0,0.0,0.0,2018-10-04 00:33:00+00:00,A Florida man who allegedly stole a tractor was tased by a deputy after he tried to flee the scene. https://t.co/S06eWuIKzA,3
1,0,@CBS,0.226,0.774,0.0,-0.3875,2018-10-04 00:34:37+00:00,@shygirlsue @Ranker And we couldn't be prouder of you.😊 https://t.co/Rt9bRkv32J,0
12,2,@CNN,0.072,0.829,0.099,0.25,2018-10-04 00:34:55+00:00,"James Roche, one of Supreme Court nominee Brett Kavanaugh's freshman year roommates at Yale, said Kavanaugh lied under oath about his drinking and about the meaning of his yearbook entries https://t.co/FbZkqk0pbf https://t.co/CABJAizCRT",2
9,1,@nytimes,0.346,0.654,0.0,-0.8625,2018-10-04 00:37:05+00:00,A 90-year-old California man was charged in his stepdaughter’s death after her Fitbit showed her heart stopped beating while he was in her house https://t.co/RzFlal4umR,1
13,2,@FoxNews,0.409,0.591,0.0,-0.8225,2018-10-04 00:40:34+00:00,Chicago Cubs' Addison Russell gets 40-game suspension for violating domestic violence policy https://t.co/szZpMVidXr,2
7,1,@CNN,0.0,1.0,0.0,0.0,2018-10-04 00:42:12+00:00,"CORRECTION: The story has been corrected to clarify that Sen. Orrin Hatch said he was ""happy"" to look into allegations outlined in a report from The New York Times.  https://t.co/NInE9rEm1D",1
8,1,@FoxNews,0.0,0.636,0.364,0.743,2018-10-04 00:42:43+00:00,OPINION: @FLOTUS' Africa trip could provide the best kind of US outreach https://t.co/HGAXsAhWgp,1
2,0,@CNN,0.217,0.783,0.0,-0.5574,2018-10-04 00:46:00+00:00,More than 250 people around the world have died taking selfies since 2011 https://t.co/dlzAzEzYTy,0
4,0,@nytimes,0.0,1.0,0.0,0.0,2018-10-04 00:47:03+00:00,"In our On Politics newsletter: The most out-there theories of 2018; texting about our new texting project; and a rundown of of Wednesday's White House briefing
https://t.co/OcjEveoGzM",0
3,0,@FoxNews,0.202,0.798,0.0,-0.5106,2018-10-04 00:47:03+00:00,Inmates at Irish prison allegedly have Chinese takeout brought in by drone https://t.co/KEl2jGhz0B https://t.co/46GNl0qIQN,0
